country,city,state_or_province,Phone
Canada,Timberlea,Nova Scotia,902-707-0266
Canada,Richibucto,New Brunswick,506-802-9343
Canada,Colchester North,Ontario,877-506-0434
Canada,Mt  PEARL,Newfoundland & Labrador,709-701-3128
Canada,Bay De Verde,Newfoundland & Labrador,709-701-3128
Canada,Paquetville,New Brunswick,506-802-9343
Canada,Crafts Cove,New Brunswick,506-802-9343
Canada,Little Burnt Bay,Newfoundland & Labrador,709-701-3128
Canada,Preeceville,Saskatchewan,306-518-8093
Canada,Ruddell,Saskatchewan,306-518-8093
Canada,Kipling,Saskatchewan,306-518-8093
Canada,St. Lawrence,Prince Edward Island,877-506-0434
Canada,Arlington West,Nova Scotia,902-707-0266
Canada,Beverdell,British Columbia,250-984-8355
Canada,Central Woods Harbour,Nova Scotia,902-707-0266
Canada,CArbonear,Newfoundland & Labrador,709-701-3128
Canada,Margaree Harbour,Nova Scotia,902-707-0266
Canada,Moyie Lake,British Columbia,250-984-8355
Canada,Alban,Ontario,877-506-0434
Canada,Centreville,New Brunswick,506-802-9343
Canada,Waterloo,Ontario,877-506-0434
Canada,Southeast Placentia,Newfoundland & Labrador,709-701-3128
Canada,St. Davids,Ontario,877-506-0434
Canada,Fort Macleod,Alberta,587-355-2343
Canada,Kenabeek,Ontario,877-506-0434
Canada,Ste. Anne Du Ruisseau,Nova Scotia,902-707-0266
Canada,SANDFORD,Ontario,877-506-0434
Canada,Lewisporte,Ontario,877-506-0434
Canada,Meteghan Station,Nova Scotia,902-707-0266
Canada,Bishop's Falls,Newfoundland & Labrador,709-701-3128
Canada,North Augusta,Ontario,877-506-0434
Canada,Port George,Nova Scotia,902-707-0266
Canada,Oxenden,Ontario,877-506-0434
Canada,Victoire,Saskatchewan,306-518-8093
Canada,Valleypond,Newfoundland & Labrador,709-701-3128
Canada,Clarence East,Nova Scotia,902-707-0266
Canada,Mozart,Saskatchewan,306-518-8093
Canada,Open Hall,Newfoundland & Labrador,709-701-3128
Canada,Oak Lake,Manitoba,204-809-9764
Canada,Central Elgin,Ontario,877-506-0434
Canada,Curventon,New Brunswick,506-802-9343
Canada,Great Village,Nova Scotia,902-707-0266
Canada,Pointe-Canot,New Brunswick,506-802-9343
Canada,Bayside,Nova Scotia,902-707-0266
Canada,Grand Beach,Newfoundland & Labrador,709-701-3128
Canada,Forest Glen,New Brunswick,506-802-9343
Canada,Elkford,Alberta,587-355-2343
Canada,Rockvillle,Ontario,877-506-0434
Canada,Placentia Junction,Newfoundland & Labrador,709-701-3128
Canada,Primate,Saskatchewan,306-518-8093
Canada,Kelowna,British Columbia,250-984-8355
Canada,Hazelton,New Brunswick,506-802-9343
Canada,Maynooth,Ontario,877-506-0434
Canada,Armdale,Nova Scotia,902-707-0266
Canada,Lakes-Wasa-Lazy-Premier,British Columbia,250-984-8355
Canada,Chepstow,Prince Edward Island,877-506-0434
Canada,Hornepayne,Ontario,877-506-0434
Canada,Ashfield Twp,Ontario,877-506-0434
Canada,Milton,Newfoundland & Labrador,709-701-3128
Canada,Whim Road,Prince Edward Island,877-506-0434
Canada,Horsechops,Newfoundland & Labrador,709-701-3128
Canada,Deer Forks Rm No. 232,Saskatchewan,306-518-8093
Canada,Clarke’s Beach,Newfoundland & Labrador,709-701-3128
Canada,Hadleyville,Nova Scotia,902-707-0266
Canada,Bright,Ontario,877-506-0434
Canada,Hickmans Harbour,Newfoundland & Labrador,709-701-3128
Canada,Sea Brook,Nova Scotia,902-707-0266
Canada,Mantua,Nova Scotia,902-707-0266
Canada,Out of Province_Alberta,Alberta,587-355-2343
Canada,Egremont Twp,Ontario,877-506-0434
Canada,James Twp,Ontario,877-506-0434
Canada,Claremont,Nova Scotia,902-707-0266
Canada,Musquodoboit Harbour,Nova Scotia,902-707-0266
Canada,Cedoux,Saskatchewan,306-518-8093
Canada,London City,Ontario,226-777-6769
Canada,New Melbourne,Newfoundland & Labrador,709-701-3128
Canada,Lac La Biche,Alberta,587-355-2343
Canada,New Haven,Nova Scotia,902-707-0266
Canada,Halbrite,Saskatchewan,306-518-8093
Canada,Royal Road,New Brunswick,506-802-9343
Canada,Carleton,Prince Edward Island,877-506-0434
Canada,Union Bay,British Columbia,250-984-8355
Canada,Seguin Humphrey,Ontario,877-506-0434
Canada,Old Summit Lake Road,British Columbia,250-984-8355
Canada,Port Clyde,Nova Scotia,902-707-0266
Canada,North St. Eleanors,Prince Edward Island,877-506-0434
Canada,Herrick Twp,Ontario,877-506-0434
Canada,Moose River,Nova Scotia,902-707-0266
Canada,Nipissing,Ontario,877-506-0434
Canada,RED HARBOUR,Newfoundland & Labrador,709-701-3128
United States of America (the),Pinette,Prince Edward Island,877-506-0434
Canada,Turtleford,Saskatchewan,306-518-8093
Canada,Paradise Valley,Alberta,587-355-2343
Canada,Town of Fogo island,Newfoundland & Labrador,709-701-3128
Canada,Beinn Scalpie,Nova Scotia,902-707-0266
Canada,Half Way Point,Newfoundland & Labrador,709-701-3128
Canada,Chaplin,Nova Scotia,902-707-0266
Canada,Tatla Lake,British Columbia,250-984-8355
Canada,Tehkummah,Ontario,877-506-0434
Canada,Castleton,Ontario,877-506-0434
Canada,Meaford (Municipality),Ontario,877-506-0434
Canada,New Denmark,New Brunswick,506-802-9343
Canada,Limestone,New Brunswick,506-802-9343
Canada,Winsloe North,Prince Edward Island,877-506-0434
Canada,Woodhouse,Ontario,877-506-0434
Canada,Pleasant Point,Nova Scotia,902-707-0266
Canada,Cross Roads,Nova Scotia,902-707-0266
Canada,CHARLESTON,Newfoundland & Labrador,709-701-3128
Canada,Portage,Prince Edward Island,877-506-0434
Canada,Maple Hill,Prince Edward Island,877-506-0434
Canada,Canaan,Nova Scotia,902-707-0266
Canada,Too Good Arm,Newfoundland & Labrador,709-701-3128
Canada,West Point,Prince Edward Island,877-506-0434
Canada,Winona,Ontario,289-778-0219
Canada,Port Anson,Newfoundland & Labrador,709-701-3128
Canada,Little Brook Station,Nova Scotia,902-707-0266
Canada,Bryant's Cove,Newfoundland & Labrador,709-701-3128
Canada,Seal Cove,Newfoundland & Labrador,709-701-3128
Canada,Thunder Beach,Ontario,877-506-0434
Canada,Isle Madame,Nova Scotia,902-707-0266
Canada,Frederiction,Prince Edward Island,877-506-0434
Canada,Portugal Cove-St.Philips,Newfoundland & Labrador,709-701-3128
Canada,Big River,Saskatchewan,306-518-8093
Canada,Chesterfield Rm No. 261,Saskatchewan,306-518-8093
Canada,Preeceville Rm No. 334,Saskatchewan,306-518-8093
Canada,Fillmore,Saskatchewan,306-518-8093
Canada,Avondale,Newfoundland & Labrador,709-701-3128
Canada,Rawdon,Nova Scotia,902-707-0266
Canada,East Lahave,Nova Scotia,902-707-0266
Canada,Little Dyke,Nova Scotia,902-707-0266
Canada,Madden,Alberta,587-355-2343
Canada,Heart's Desire,Newfoundland & Labrador,709-701-3128
Canada,Rycroft,Alberta,587-355-2343
Canada,Conception bay South,Newfoundland & Labrador,709-701-3128
Canada,Musgravetown,Newfoundland & Labrador,709-701-3128
Canada,Green Court,Alberta,587-355-2343
Canada,Cable Beach,Ontario,877-506-0434
Canada,Edmonton,Alberta,587-355-2343
Canada,Chaplin,Saskatchewan,306-518-8093
Canada,Oyama,British Columbia,250-984-8355
Canada,Calton,Ontario,877-506-0434
Canada,Old Ridge,New Brunswick,506-802-9343
Canada,Gordon,Ontario,877-506-0434
Canada,Berwick North,Nova Scotia,902-707-0266
Canada,North Nelson to Kokanee Creek,British Columbia,250-984-8355
Canada,Random Island,Newfoundland & Labrador,709-701-3128
Canada,Hassett,Nova Scotia,902-707-0266
Canada,North Buxton,Ontario,877-506-0434
Canada,White Sands,Prince Edward Island,877-506-0434
Canada,Devon,Nova Scotia,902-707-0266
Canada,Ardoise,Nova Scotia,902-707-0266
Canada,Portugal Cove - St.Philips,Newfoundland & Labrador,709-701-3128
Canada,KERNS,Ontario,877-506-0434
Canada,Coulee Rm No. 136,Saskatchewan,306-518-8093
Canada,Wilno,Ontario,877-506-0434
Canada,Tracadie Beach,New Brunswick,506-802-9343
Canada,Sturgeon Lake,Saskatchewan,306-518-8093
Canada,Corbyville,Ontario,877-506-0434
Canada,Ammon,New Brunswick,506-802-9343
Canada,East River St. Marys,Nova Scotia,902-707-0266
Canada,Sullivan,Ontario,877-506-0434
Canada,Warfield,British Columbia,250-984-8355
Canada,Glencoe,New Brunswick,506-802-9343
Canada,Montrose,British Columbia,250-984-8355
Canada,Pubnico,Nova Scotia,902-707-0266
Canada,Sicamous BC,British Columbia,250-984-8355
Canada,Armour,Ontario,877-506-0434
Canada,Barrington,Nova Scotia,902-707-0266
Canada,Holmes Lake,Ontario,877-506-0434
Canada,New Perlican,Newfoundland & Labrador,709-701-3128
Canada,Claresholm,Alberta,587-355-2343
Canada,Gardiner Point,New Brunswick,506-802-9343
Canada,Pools Cove,Newfoundland & Labrador,709-701-3128
Canada,Ames  Township,Ontario,877-506-0434
Canada,Lower Ship Harbour,Nova Scotia,902-707-0266
Canada,Portugal Cove St Phillips,Newfoundland & Labrador,709-701-3128
Canada,Crow Head,Newfoundland & Labrador,709-701-3128
Canada,Chepstow,Ontario,877-506-0434
Canada,Loch Broom Loop,Nova Scotia,902-707-0266
Canada,Good Spirit Acres,Saskatchewan,306-518-8093
Canada,Lac des Isles,Saskatchewan,306-518-8093
Canada,BLOOMFIELD,Newfoundland & Labrador,709-701-3128
Canada,Port Lorne,Nova Scotia,902-707-0266
Canada,Thode,Saskatchewan,306-518-8093
Canada,Onaping Falls,Ontario,877-506-0434
Canada,Savary Island,British Columbia,250-984-8355
Canada,Port Sandfield,Ontario,877-506-0434
Canada,Minasville,Nova Scotia,902-707-0266
Canada,Upper Chelsea,Nova Scotia,902-707-0266
Canada,Mira Road,Nova Scotia,902-707-0266
Canada,Sunnyside,Newfoundland & Labrador,709-701-3128
Canada,Williams Point,Nova Scotia,902-707-0266
Canada,Sackville Estates,Nova Scotia,902-707-0266
Canada,Eye Hill Rm No. 382,Saskatchewan,306-518-8093
Canada,Rural Clear Hills County,Alberta,587-355-2343
Canada,Beckwith,Nova Scotia,902-707-0266
Canada,Codrington,Ontario,877-506-0434
Canada,Kathyrn,Alberta,587-355-2343
Canada,North Granville,Prince Edward Island,877-506-0434
Canada,Burtch,Ontario,877-506-0434
Canada,St Anthony,Newfoundland & Labrador,709-701-3128
Canada,Inverness,Nova Scotia,902-707-0266
Canada,Trout Lake,British Columbia,250-984-8355
Canada,Willisville,Ontario,877-506-0434
Canada,Parkinson Township,Ontario,877-506-0434
Canada,Baker Settlement,Nova Scotia,902-707-0266
Canada,Fortune Bridge,Prince Edward Island,877-506-0434
Canada,McArthurs Mills,Ontario,877-506-0434
Canada,Arbeau Settlement,New Brunswick,506-802-9343
Canada,Lennox and Addington,Ontario,877-506-0434
Canada,Prince Albert Rm No. 461,Saskatchewan,306-518-8093
Canada,Janvrin Harbour,Nova Scotia,902-707-0266
Canada,Saint David Ridge,New Brunswick,506-802-9343
Canada,Sandy Beach,Saskatchewan,306-518-8093
Canada,Dipper Harbour,New Brunswick,506-802-9343
Canada,Parker Road,New Brunswick,506-802-9343
Canada,Ship Harbour,Newfoundland & Labrador,709-701-3128
Canada,Poodiac,New Brunswick,506-802-9343
Canada,Quarryville,New Brunswick,506-802-9343
Canada,Victory,Nova Scotia,902-707-0266
Canada,Laird Township,Ontario,877-506-0434
Canada,HICKMANS HARBOUR,Newfoundland & Labrador,709-701-3128
Canada,SPREAD EAGLE,Newfoundland & Labrador,709-701-3128
Canada,Shad Bay,Nova Scotia,902-707-0266
Canada,Middle Cove,Newfoundland & Labrador,709-701-3128
Canada,Skead Township,Ontario,877-506-0434
Canada,Chisholm (Twp),Ontario,877-506-0434
Canada,Mattice,Ontario,877-506-0434
Canada,Dundurn No. 314,Saskatchewan,306-518-8093
Canada,COLLIERS,Newfoundland & Labrador,709-701-3128
Canada,PG City Central,British Columbia,250-984-8355
Canada,Tatamagouche Mountain,Nova Scotia,902-707-0266
Canada,Rivière-À-La-Truite,New Brunswick,506-802-9343
Canada,Dacre,Ontario,877-506-0434
Canada,Dromore,Prince Edward Island,877-506-0434
Canada,Widewater,Alberta,587-355-2343
Canada,Fitzroy Harbour,Ontario,877-506-0434
Canada,Sudbury Remote Area,Ontario,877-506-0434
Canada,Derby,Ontario,877-506-0434
Canada,Scott Siding,New Brunswick,506-802-9343
Canada,CASEY TOWNSHIP,Ontario,877-506-0434
Canada,Ponoka,Alberta,587-355-2343
Canada,Del Bonita,Alberta,587-355-2343
Canada,Mira River,Nova Scotia,902-707-0266
Canada,Lake Newell Resort,Alberta,587-355-2343
Canada,Saint-Côme,Quebec,877-506-0434
Canada,Joggin Bridge,Nova Scotia,902-707-0266
Canada,Rockland,Ontario,343-429-5188
Canada,Langenburg,Saskatchewan,306-518-8093
Canada,Beaver Dam Lake,Nova Scotia,902-707-0266
Canada,Bay L'Argent,Newfoundland & Labrador,709-701-3128
Canada,Flat River,Prince Edward Island,877-506-0434
Canada,Swan Lake,British Columbia,250-984-8355
Canada,South Mountain,Ontario,877-506-0434
Canada,NEAR GLENWOOD,Newfoundland & Labrador,709-701-3128
Canada,Little Pond,Prince Edward Island,877-506-0434
Canada,Terrace - Northwest-Rosswood,British Columbia,250-984-8355
Canada,Centreville,Nova Scotia,902-707-0266
Canada,Waterville,Nova Scotia,902-707-0266
Canada,HR. MAIN,Newfoundland & Labrador,709-701-3128
Canada,Tiley Township,Ontario,877-506-0434
Canada,Morse Rm No. 165,Saskatchewan,306-518-8093
Canada,Upper Clyde,Nova Scotia,902-707-0266
Canada,Ridgedale,Saskatchewan,306-518-8093
Canada,Paris,Ontario,877-506-0434
Canada,KELOWNA,British Columbia,250-984-8355
Canada,Kelowa,British Columbia,250-984-8355
Canada,New Elm,Nova Scotia,902-707-0266
Canada,Faust,Alberta,587-355-2343
Canada,Burntland Brook,New Brunswick,506-802-9343
Canada,Tryon,Prince Edward Island,877-506-0434
Canada,Halton,Ontario,647-490-6875
Canada,Ardrossan,Alberta,587-355-2343
Canada,Greater Winnipeg,Manitoba,204-809-9764
Canada,Gores Landing,Ontario,877-506-0434
Canada,Martintown,Ontario,877-506-0434
Canada,Rural Special Areas Board,Alberta,587-355-2343
Canada,Round Lake Centre,Ontario,877-506-0434
Canada,Bervie,Ontario,877-506-0434
Canada,Fogo Island,Newfoundland & Labrador,709-701-3128
Canada,Aylesbury,Saskatchewan,306-518-8093
Canada,Sydney Pier,Nova Scotia,902-707-0266
Canada,Port Hilford,Nova Scotia,902-707-0266
Canada,portugal cove,Newfoundland & Labrador,709-701-3128
Canada,Beiseker,Alberta,587-355-2343
Canada,Bridgetown,Prince Edward Island,877-506-0434
Canada,Four Mile Brook,Nova Scotia,902-707-0266
Canada,Lawtonia Rm No. 135,Saskatchewan,306-518-8093
Canada,Fawcett,Alberta,587-355-2343
Canada,Admiral's Beach,Newfoundland & Labrador,709-701-3128
Canada,Inverness,Prince Edward Island,877-506-0434
Canada,Wahnapitae,Ontario,877-506-0434
Canada,NOLALU,Ontario,877-506-0434
Canada,Irishvale,Nova Scotia,902-707-0266
Canada,Clifford,Ontario,877-506-0434
Canada,Southey,Saskatchewan,306-518-8093
Canada,PG Rural West,British Columbia,250-984-8355
Canada,Port Elmsley,Ontario,877-506-0434
Canada,Macnicol,Ontario,877-506-0434
Canada,Bonne Bay Big Pond,Newfoundland & Labrador,709-701-3128
Canada,Strong,Ontario,877-506-0434
Canada,Bonne Bay,Newfoundland & Labrador,709-701-3128
Canada,Georgetown,Ontario,877-506-0434
Canada,Berwick,Ontario,877-506-0434
Canada,Kilburn,New Brunswick,506-802-9343
Canada,Grand River,Nova Scotia,902-707-0266
Canada,Bear Cove,Nova Scotia,902-707-0266
Canada,Thornloe,Ontario,877-506-0434
Canada,Roberts Arm,Newfoundland & Labrador,709-701-3128
Canada,St Bernard's Jacques Fontaine,Newfoundland & Labrador,709-701-3128
Canada,St. Josephs,Newfoundland & Labrador,709-701-3128
Canada,Hazel Dell,Saskatchewan,306-518-8093
Canada,Lambeth,Ontario,877-506-0434
Canada,Churchville,Nova Scotia,902-707-0266
Canada,Painswick,Ontario,877-506-0434
Canada,Eyebrow Rm No. 193,Saskatchewan,306-518-8093
Canada,Monte Lake-Westwold,British Columbia,250-984-8355
Canada,Dewinton,Alberta,587-355-2343
Canada,Oxford Junction,Nova Scotia,902-707-0266
Canada,Etzikom,Alberta,587-355-2343
Canada,Egbert,Ontario,877-506-0434
Canada,Cascade,British Columbia,250-984-8355
Canada,East Ragged Island,Nova Scotia,902-707-0266
Canada,Coldwater,Ontario,877-506-0434
Canada,Benchlands,Alberta,587-355-2343
Canada,EARLTON,Ontario,877-506-0434
Canada,Bartlett Twp,Ontario,877-506-0434
Canada,Moodys Corner,Nova Scotia,902-707-0266
Canada,Woodburn,Nova Scotia,902-707-0266
Canada,Greatervancouver,British Columbia,778-200-1670
Canada,Rural Thorhild County,Alberta,587-355-2343
Canada,Isle aux Morts,Newfoundland & Labrador,709-701-3128
Canada,Astle,New Brunswick,506-802-9343
Canada,Greenwater Lake,Saskatchewan,306-518-8093
Canada,Reno,Alberta,587-355-2343
Canada,Nokomis,Saskatchewan,306-518-8093
Canada,Disley,Saskatchewan,306-518-8093
Canada,Webb,Saskatchewan,306-518-8093
Canada,White River,Ontario,877-506-0434
Canada,Azilda,Ontario,877-506-0434
Canada,Lougheed,Alberta,587-355-2343
Canada,Tiny Twp,Ontario,877-506-0434
Canada,Chebogue,Nova Scotia,902-707-0266
Canada,Reserve Mines,Nova Scotia,902-707-0266
Canada,Temagami,Ontario,877-506-0434
Canada,Cambridge-Narrows,New Brunswick,506-802-9343
Canada,Welland,Ontario,289-778-0219
Canada,Hainesville,New Brunswick,506-802-9343
Canada,Chief Lake,British Columbia,250-984-8355
Canada,Trout Creek,Ontario,877-506-0434
Canada,Girouxville,Alberta,587-355-2343
Canada,Lafontaine,Ontario,877-506-0434
Canada,St. Raphael,Prince Edward Island,877-506-0434
Canada,Village of New Denver,British Columbia,250-984-8355
Canada,Derby Twp,Ontario,877-506-0434
Canada,Havelock,Nova Scotia,902-707-0266
Canada,Princeport,Nova Scotia,902-707-0266
Canada,Elkhorn,Manitoba,204-809-9764
Canada,Okotoks,Alberta,587-355-2343
Canada,Montrose Rm No. 315,Saskatchewan,306-518-8093
Canada,Short Beach,Nova Scotia,902-707-0266
Canada,Coles Island,New Brunswick,506-802-9343
Canada,Felix Cove,Newfoundland & Labrador,709-701-3128
Canada,LogyBayMiddleCoveOuterCove,Newfoundland & Labrador,709-701-3128
Canada,Mt.Pearl,Newfoundland & Labrador,709-701-3128
Canada,Acadieville,New Brunswick,506-802-9343
Canada,Gaspereaux Lake,Nova Scotia,902-707-0266
Canada,Out Of Board,British Columbia,250-984-8355
Canada,100 Mile House,British Columbia,250-984-8355
Canada,Barb,Ontario,877-506-0434
Canada,Birchtown,Nova Scotia,902-707-0266
Canada,Sheffield,New Brunswick,506-802-9343
Canada,Jacques Twsp,Ontario,877-506-0434
Canada,"Sheguiandah, Manitoulin Island",Ontario,877-506-0434
Canada,PG Rural South,British Columbia,250-984-8355
Canada,Scotch Creek,British Columbia,250-984-8355
Canada,East Jeddore,Nova Scotia,902-707-0266
Canada,Shortts Lake,Nova Scotia,902-707-0266
Canada,Lancaster,Ontario,877-506-0434
Canada,Gaspereau,Nova Scotia,902-707-0266
Canada,Woodslee,Ontario,877-506-0434
Canada,Kerns Township,Ontario,877-506-0434
Canada,Coronation,Alberta,587-355-2343
Canada,St. John's,Newfoundland & Labrador,709-701-3128
Canada,Martock,Nova Scotia,902-707-0266
Canada,Grovedale,Alberta,587-355-2343
Canada,Oxford Mills,Ontario,877-506-0434
Canada,Galway-Cavendish and Harvey,Ontario,877-506-0434
Canada,Port Moody,British Columbia,778-200-1670
Canada,Ingleside,Ontario,877-506-0434
Canada,Westbridge,British Columbia,250-984-8355
Canada,Saugeen Indian Reserve,Ontario,877-506-0434
Canada,Imperial,Saskatchewan,306-518-8093
Canada,MEADOWS,Newfoundland & Labrador,709-701-3128
Canada,Sayward,British Columbia,250-984-8355
Canada,Glenburnie,Newfoundland & Labrador,709-701-3128
Canada,WITLESS BAY,Newfoundland & Labrador,709-701-3128
Canada,Surette&apos;s Island,Nova Scotia,902-707-0266
Canada,Quesnel (Zone 28),British Columbia,250-984-8355
Canada,Jeanette's Creek,Ontario,877-506-0434
Canada,Ross Ferry,Nova Scotia,902-707-0266
Canada,New Dundee,Ontario,877-506-0434
Canada,Cymbria,Prince Edward Island,877-506-0434
Canada,West Arrow Park to Edgewood,British Columbia,250-984-8355
Canada,Plate Cove East,Newfoundland & Labrador,709-701-3128
Canada,Selfridge Corner,Nova Scotia,902-707-0266
Canada,Manola,Alberta,587-355-2343
Canada,Marquis,Saskatchewan,306-518-8093
